Date,Traffic_Source,Device_Type,Country,Page_Visited,Sessions,Users,New_Users,Bounce_Rate,Avg_Session_Duration,Conversions,Revenue,Campaign_Name,Month,Day,Weekday,Year,Conversion_Rate,Revenue_per_Session
2024-01-08,Referral,Desktop,Canada,Checkout Page,149,132,78,38.21,256,29,841,New Product Launch,January,8,Monday,2024,0.19463087248322147,5.644295302013423
2024-01-09,Google Ads,Mobile,Canada,Blog Page,252,189,111,29.52,309,10,580,SEO Campaign,January,9,Tuesday,2024,0.03968253968253968,2.3015873015873014
2024-01-09,Facebook Ads,Desktop,Australia,Blog Page,269,223,132,30.24,250,8,200,Email Campaign,January,9,Tuesday,2024,0.02973977695167286,0.7434944237918215
2024-01-09,Instagram Ads,Tablet,Australia,Home Page,396,322,149,52.97,318,6,324,Spring Sale,January,9,Tuesday,2024,0.015151515151515152,0.8181818181818182
2024-01-09,Organic Search,Tablet,USA,Landing Page,126,110,72,40.27,206,24,528,SEO Campaign,January,9,Tuesday,2024,0.19047619047619047,4.190476190476191
2024-01-09,Direct,Desktop,Australia,Promo Page,409,384,275,40.3,245,23,621,Spring Sale,January,9,Tuesday,2024,0.05623471882640587,1.5183374083129584
2024-01-09,Email Marketing,Desktop,India,Home Page,215,176,110,30.1,130,6,276,Winter Sale,January,9,Tuesday,2024,0.027906976744186046,1.283720930232558
2024-01-09,Referral,Mobile,Kenya,Product Page,496,412,259,35.32,230,16,864,New Product Launch,January,9,Tuesday,2024,0.03225806451612903,1.7419354838709677
2024-01-10,Google Ads,Tablet,USA,Checkout Page,335,290,210,30.23,119,20,480,Winter Sale,January,10,Wednesday,2024,0.05970149253731343,1.4328358208955223
2024-01-10,Facebook Ads,Tablet,Canada,Home Page,225,213,105,44.04,152,27,1107,Email Campaign,January,10,Wednesday,2024,0.12,4.92
2024-01-10,Instagram Ads,Mobile,Germany,Blog Page,496,418,240,35.38,144,8,376,Brand Awareness,January,10,Wednesday,2024,0.016129032258064516,0.7580645161290323
2024-01-10,Organic Search,Mobile,Kenya,Home Page,338,291,198,53.51,291,21,756,Brand Awareness,January,10,Wednesday,2024,0.0621301775147929,2.2366863905325443
2024-01-10,Direct,Desktop,Australia,Product Page,80,75,47,34.17,202,10,510,Spring Sale,January,10,Wednesday,2024,0.125,6.375
2024-01-10,Email Marketing,Desktop,Kenya,Landing Page,241,203,141,36.31,282,24,576,Winter Sale,January,10,Wednesday,2024,0.0995850622406639,2.3900414937759336
2024-01-10,Referral,Tablet,Canada,Checkout Page,480,372,170,48.39,174,16,336,SEO Campaign,January,10,Wednesday,2024,0.03333333333333333,0.7
2024-01-11,Google Ads,Mobile,Kenya,Home Page,305,250,156,38.59,180,21,1113,No Campaign,January,11,Thursday,2024,0.06885245901639345,3.6491803278688524
2024-01-11,Facebook Ads,Desktop,USA,Promo Page,109,95,67,53.64,221,12,432,SEO Campaign,January,11,Thursday,2024,0.11009174311926606,3.963302752293578
2024-01-11,Instagram Ads,Tablet,India,Home Page,148,140,83,36.88,132,18,540,No Campaign,January,11,Thursday,2024,0.12162162162162163,3.6486486486486487
2024-01-11,Organic Search,Mobile,Canada,Landing Page,262,227,129,46.84,221,10,230,New Product Launch,January,11,Thursday,2024,0.03816793893129771,0.8778625954198473
2024-01-11,Direct,Desktop,Germany,Checkout Page,172,162,102,34.04,110,7,259,Email Campaign,January,11,Thursday,2024,0.040697674418604654,1.505813953488372
2024-01-11,Email Marketing,Desktop,Germany,Landing Page,405,313,184,33.57,123,19,627,Winter Sale,January,11,Thursday,2024,0.04691358024691358,1.548148148148148
2024-01-11,Referral,Desktop,Australia,Home Page,361,328,209,30.21,183,13,468,Winter Sale,January,11,Thursday,2024,0.036011080332409975,1.296398891966759
2024-01-12,Google Ads,Tablet,Kenya,Product Page,434,341,174,38.0,303,16,720,Email Campaign,January,12,Friday,2024,0.03686635944700461,1.6589861751152073
2024-01-12,Facebook Ads,Desktop,Kenya,Landing Page,233,176,92,47.26,200,25,925,New Product Launch,January,12,Friday,2024,0.1072961373390558,3.9699570815450644
2024-01-12,Instagram Ads,Tablet,Kenya,Product Page,94,72,48,32.92,128,27,972,Brand Awareness,January,12,Friday,2024,0.2872340425531915,10.340425531914894
2024-01-12,Organic Search,Tablet,Australia,Checkout Page,379,301,166,40.8,227,5,185,Spring Sale,January,12,Friday,2024,0.013192612137203167,0.48812664907651715
2024-01-12,Direct,Desktop,UK,Landing Page,190,170,98,31.44,258,7,175,New Product Launch,January,12,Friday,2024,0.03684210526315789,0.9210526315789473
2024-01-12,Email Marketing,Tablet,Australia,Checkout Page,444,362,264,28.2,110,8,200,New Product Launch,January,12,Friday,2024,0.018018018018018018,0.45045045045045046
2024-01-12,Referral,Mobile,Australia,Checkout Page,397,361,168,50.74,220,21,1050,Spring Sale,January,12,Friday,2024,0.05289672544080604,2.6448362720403025
2024-01-13,Google Ads,Tablet,Kenya,Home Page,299,279,125,54.33,183,26,1482,Spring Sale,January,13,Saturday,2024,0.08695652173913043,4.956521739130435
2024-01-13,Facebook Ads,Desktop,Australia,Landing Page,414,354,209,50.64,222,8,360,SEO Campaign,January,13,Saturday,2024,0.01932367149758454,0.8695652173913043
2024-01-13,Instagram Ads,Mobile,Kenya,Landing Page,304,272,165,47.1,231,34,1938,No Campaign,January,13,Saturday,2024,0.1118421052631579,6.375
2024-01-13,Organic Search,Desktop,Australia,Product Page,435,354,222,37.97,99,7,294,Email Campaign,January,13,Saturday,2024,0.016091954022988506,0.6758620689655173
2024-01-13,Direct,Tablet,Kenya,Landing Page,247,225,118,46.4,106,11,330,Brand Awareness,January,13,Saturday,2024,0.044534412955465584,1.3360323886639676
2024-01-13,Email Marketing,Mobile,UK,Promo Page,174,162,113,54.06,167,23,690,New Product Launch,January,13,Saturday,2024,0.13218390804597702,3.9655172413793105
2024-01-13,Referral,Mobile,Germany,Checkout Page,114,106,70,29.3,182,10,300,SEO Campaign,January,13,Saturday,2024,0.08771929824561403,2.6315789473684212
2024-01-14,Google Ads,Mobile,Germany,Product Page,365,333,168,34.36,167,28,644,Winter Sale,January,14,Sunday,2024,0.07671232876712329,1.7643835616438357
2024-01-14,Facebook Ads,Mobile,India,Home Page,481,439,255,38.18,268,31,1767,Winter Sale,January,14,Sunday,2024,0.06444906444906445,3.6735966735966734
2024-01-14,Instagram Ads,Tablet,Kenya,Checkout Page,224,208,117,42.68,193,10,580,New Product Launch,January,14,Sunday,2024,0.044642857142857144,2.5892857142857144
2024-01-14,Organic Search,Desktop,India,Landing Page,470,421,277,32.5,200,31,1612,SEO Campaign,January,14,Sunday,2024,0.06595744680851064,3.429787234042553
2024-01-14,Direct,Desktop,UK,Product Page,236,184,100,34.71,272,3,69,Email Campaign,January,14,Sunday,2024,0.012711864406779662,0.2923728813559322
2024-01-14,Email Marketing,Tablet,Germany,Blog Page,202,181,87,42.48,136,6,258,Email Campaign,January,14,Sunday,2024,0.0297029702970297,1.2772277227722773
2024-01-14,Referral,Desktop,Canada,Landing Page,126,104,70,28.33,204,21,1155,Email Campaign,January,14,Sunday,2024,0.16666666666666666,9.166666666666666
2024-01-15,Google Ads,Desktop,Canada,Promo Page,227,178,128,43.75,289,25,1125,Spring Sale,January,15,Monday,2024,0.11013215859030837,4.955947136563877
2024-01-15,Facebook Ads,Mobile,Germany,Product Page,220,171,82,34.91,193,30,930,Winter Sale,January,15,Monday,2024,0.13636363636363635,4.2272727272727275
2024-01-15,Instagram Ads,Tablet,India,Home Page,171,141,66,30.09,295,10,410,Brand Awareness,January,15,Monday,2024,0.05847953216374269,2.3976608187134505
2024-01-15,Organic Search,Tablet,Germany,Home Page,180,170,119,31.37,146,3,177,Email Campaign,January,15,Monday,2024,0.016666666666666666,0.9833333333333333
2024-01-15,Direct,Desktop,Canada,Checkout Page,216,170,116,44.3,124,33,1452,Spring Sale,January,15,Monday,2024,0.1527777777777778,6.722222222222222
2024-01-15,Email Marketing,Mobile,India,Promo Page,470,385,258,40.21,260,29,1247,Brand Awareness,January,15,Monday,2024,0.06170212765957447,2.6531914893617023
2024-01-15,Referral,Mobile,India,Home Page,423,343,234,35.49,243,30,1200,SEO Campaign,January,15,Monday,2024,0.07092198581560284,2.8368794326241136
2024-01-16,Google Ads,Mobile,Germany,Checkout Page,440,343,197,30.3,278,10,260,No Campaign,January,16,Tuesday,2024,0.022727272727272728,0.5909090909090909
2024-01-16,Facebook Ads,Desktop,Canada,Product Page,458,416,230,40.64,138,15,720,Winter Sale,January,16,Tuesday,2024,0.03275109170305677,1.5720524017467248
2024-01-16,Instagram Ads,Desktop,Canada,Promo Page,157,140,85,42.43,202,20,980,Winter Sale,January,16,Tuesday,2024,0.12738853503184713,6.24203821656051
2024-01-16,Organic Search,Mobile,India,Promo Page,343,316,231,38.08,291,21,1113,Spring Sale,January,16,Tuesday,2024,0.061224489795918366,3.2448979591836733
2024-01-16,Direct,Desktop,USA,Blog Page,470,414,189,33.99,305,25,675,New Product Launch,January,16,Tuesday,2024,0.05319148936170213,1.4361702127659575
2024-01-16,Email Marketing,Desktop,Canada,Promo Page,130,114,59,30.68,185,26,858,SEO Campaign,January,16,Tuesday,2024,0.2,6.6
2024-01-16,Referral,Tablet,USA,Blog Page,244,189,108,36.75,299,9,261,New Product Launch,January,16,Tuesday,2024,0.036885245901639344,1.069672131147541
2024-01-17,Google Ads,Tablet,UK,Product Page,191,150,93,39.38,91,3,72,New Product Launch,January,17,Wednesday,2024,0.015706806282722512,0.3769633507853403
2024-01-17,Facebook Ads,Mobile,Australia,Landing Page,198,159,101,39.05,311,11,583,SEO Campaign,January,17,Wednesday,2024,0.05555555555555555,2.9444444444444446
2024-01-17,Instagram Ads,Mobile,UK,Landing Page,421,381,184,43.28,148,16,672,Winter Sale,January,17,Wednesday,2024,0.03800475059382423,1.5961995249406176
2024-01-17,Organic Search,Tablet,Kenya,Promo Page,93,83,54,38.87,290,24,984,Spring Sale,January,17,Wednesday,2024,0.25806451612903225,10.580645161290322
2024-01-17,Direct,Desktop,Australia,Home Page,108,84,44,28.5,235,34,1360,Brand Awareness,January,17,Wednesday,2024,0.3148148148148148,12.592592592592593
2024-01-17,Email Marketing,Mobile,Canada,Home Page,113,97,62,50.4,176,23,943,No Campaign,January,17,Wednesday,2024,0.20353982300884957,8.345132743362832
2024-01-17,Referral,Mobile,USA,Product Page,213,190,99,45.09,142,9,261,Email Campaign,January,17,Wednesday,2024,0.04225352112676056,1.2253521126760563
2024-01-18,Google Ads,Tablet,UK,Blog Page,269,229,106,32.49,196,3,165,Email Campaign,January,18,Thursday,2024,0.011152416356877323,0.6133828996282528
2024-01-18,Facebook Ads,Desktop,UK,Checkout Page,346,279,155,47.41,128,10,540,Brand Awareness,January,18,Thursday,2024,0.028901734104046242,1.560693641618497
2024-01-18,Instagram Ads,Desktop,Canada,Blog Page,148,125,66,42.58,300,5,180,New Product Launch,January,18,Thursday,2024,0.033783783783783786,1.2162162162162162
2024-01-18,Organic Search,Mobile,Canada,Product Page,280,253,121,30.03,106,3,132,Winter Sale,January,18,Thursday,2024,0.010714285714285714,0.4714285714285714
2024-01-18,Direct,Desktop,Australia,Landing Page,118,90,42,28.06,268,32,1824,Email Campaign,January,18,Thursday,2024,0.2711864406779661,15.457627118644067
2024-01-18,Email Marketing,Desktop,Canada,Blog Page,123,112,82,49.33,146,25,775,Winter Sale,January,18,Thursday,2024,0.2032520325203252,6.300813008130081
2024-01-18,Referral,Tablet,Canada,Product Page,294,263,168,54.48,299,27,837,Winter Sale,January,18,Thursday,2024,0.09183673469387756,2.8469387755102042
2024-01-19,Google Ads,Mobile,Kenya,Product Page,444,392,181,43.88,234,25,1125,No Campaign,January,19,Friday,2024,0.05630630630630631,2.5337837837837838
2024-01-19,Facebook Ads,Mobile,UK,Checkout Page,349,270,180,33.2,161,20,840,SEO Campaign,January,19,Friday,2024,0.05730659025787966,2.4068767908309456
2024-01-19,Instagram Ads,Tablet,Germany,Landing Page,481,411,264,45.55,241,5,265,Spring Sale,January,19,Friday,2024,0.010395010395010396,0.5509355509355509
2024-01-19,Organic Search,Mobile,Germany,Product Page,262,217,134,49.71,93,31,1271,Winter Sale,January,19,Friday,2024,0.1183206106870229,4.851145038167939
2024-01-19,Direct,Desktop,Canada,Blog Page,95,79,56,39.27,316,12,636,Email Campaign,January,19,Friday,2024,0.12631578947368421,6.6947368421052635
2024-01-19,Email Marketing,Desktop,Germany,Promo Page,353,331,228,54.94,118,32,1536,Winter Sale,January,19,Friday,2024,0.0906515580736544,4.351274787535411
2024-01-19,Referral,Mobile,USA,Checkout Page,351,324,241,48.74,242,33,1914,Winter Sale,January,19,Friday,2024,0.09401709401709402,5.452991452991453
2024-01-20,Google Ads,Mobile,USA,Blog Page,82,69,37,51.03,235,32,1792,Brand Awareness,January,20,Saturday,2024,0.3902439024390244,21.853658536585368
2024-01-20,Facebook Ads,Mobile,Germany,Landing Page,152,117,66,31.36,276,28,1568,SEO Campaign,January,20,Saturday,2024,0.18421052631578946,10.31578947368421
2024-01-20,Instagram Ads,Mobile,India,Promo Page,277,262,187,44.22,151,15,795,SEO Campaign,January,20,Saturday,2024,0.05415162454873646,2.8700361010830324
2024-01-20,Organic Search,Mobile,UK,Home Page,138,114,79,34.23,199,12,636,Winter Sale,January,20,Saturday,2024,0.08695652173913043,4.608695652173913
2024-01-20,Direct,Tablet,Australia,Product Page,338,309,213,45.0,304,19,532,Winter Sale,January,20,Saturday,2024,0.05621301775147929,1.5739644970414202
2024-01-20,Email Marketing,Tablet,Kenya,Blog Page,140,112,67,41.26,234,26,572,Email Campaign,January,20,Saturday,2024,0.18571428571428572,4.085714285714285
2024-01-20,Referral,Tablet,Australia,Blog Page,168,145,90,30.47,194,26,572,Winter Sale,January,20,Saturday,2024,0.15476190476190477,3.4047619047619047
2024-01-21,Google Ads,Tablet,Canada,Product Page,274,257,182,49.86,129,27,648,SEO Campaign,January,21,Sunday,2024,0.09854014598540146,2.3649635036496353
2024-01-21,Facebook Ads,Mobile,Germany,Home Page,117,93,62,41.39,287,7,224,Spring Sale,January,21,Sunday,2024,0.05982905982905983,1.9145299145299146
2024-01-21,Instagram Ads,Desktop,Canada,Blog Page,119,110,66,52.48,156,26,1534,Email Campaign,January,21,Sunday,2024,0.2184873949579832,12.890756302521009
2024-01-21,Organic Search,Tablet,Germany,Home Page,368,340,234,45.78,186,29,928,Email Campaign,January,21,Sunday,2024,0.07880434782608696,2.5217391304347827
2024-01-21,Direct,Tablet,UK,Product Page,249,192,126,33.11,222,13,650,New Product Launch,January,21,Sunday,2024,0.05220883534136546,2.610441767068273
2024-01-21,Email Marketing,Tablet,UK,Blog Page,237,220,99,43.02,166,31,961,Brand Awareness,January,21,Sunday,2024,0.1308016877637131,4.0548523206751055
2024-01-21,Referral,Mobile,Canada,Checkout Page,234,221,141,35.01,277,34,1462,New Product Launch,January,21,Sunday,2024,0.1452991452991453,6.247863247863248
2024-01-22,Google Ads,Desktop,Germany,Blog Page,493,371,215,50.68,245,30,1020,Brand Awareness,January,22,Monday,2024,0.060851926977687626,2.0689655172413794
2024-01-22,Facebook Ads,Desktop,USA,Product Page,275,215,146,53.58,281,19,589,Brand Awareness,January,22,Monday,2024,0.06909090909090909,2.1418181818181816
2024-01-22,Instagram Ads,Tablet,Canada,Promo Page,272,207,97,51.02,103,34,1632,Email Campaign,January,22,Monday,2024,0.125,6.0
2024-01-22,Organic Search,Desktop,India,Product Page,86,65,45,38.04,249,21,630,Spring Sale,January,22,Monday,2024,0.2441860465116279,7.325581395348837
2024-01-22,Direct,Mobile,Canada,Promo Page,305,289,166,40.19,128,17,816,Spring Sale,January,22,Monday,2024,0.05573770491803279,2.675409836065574
2024-01-22,Email Marketing,Mobile,Germany,Blog Page,254,225,145,35.38,170,32,1504,New Product Launch,January,22,Monday,2024,0.12598425196850394,5.921259842519685
2024-01-22,Referral,Tablet,UK,Blog Page,163,135,71,54.57,90,28,1596,New Product Launch,January,22,Monday,2024,0.17177914110429449,9.791411042944786
2024-01-23,Google Ads,Desktop,USA,Home Page,399,368,244,43.19,297,29,783,Email Campaign,January,23,Tuesday,2024,0.07268170426065163,1.962406015037594
2024-01-23,Facebook Ads,Mobile,Australia,Product Page,388,302,177,42.32,288,5,240,New Product Launch,January,23,Tuesday,2024,0.01288659793814433,0.6185567010309279
2024-01-23,Instagram Ads,Mobile,Kenya,Home Page,483,439,260,31.17,106,32,1248,SEO Campaign,January,23,Tuesday,2024,0.06625258799171843,2.5838509316770186
2024-01-23,Organic Search,Mobile,Germany,Product Page,398,350,191,43.94,161,13,416,Brand Awareness,January,23,Tuesday,2024,0.032663316582914576,1.0452261306532664
2024-01-23,Direct,Mobile,Australia,Checkout Page,399,330,244,47.49,100,15,660,Winter Sale,January,23,Tuesday,2024,0.03759398496240601,1.6541353383458646
2024-01-23,Email Marketing,Tablet,Kenya,Checkout Page,471,421,284,31.94,165,27,1377,SEO Campaign,January,23,Tuesday,2024,0.05732484076433121,2.9235668789808917
2024-01-23,Referral,Mobile,USA,Blog Page,227,185,126,53.41,186,4,208,Brand Awareness,January,23,Tuesday,2024,0.01762114537444934,0.9162995594713657
2024-01-24,Google Ads,Desktop,UK,Product Page,496,453,252,36.7,255,9,405,No Campaign,January,24,Wednesday,2024,0.018145161290322582,0.8165322580645161
2024-01-24,Facebook Ads,Mobile,Kenya,Home Page,185,144,69,45.18,284,29,725,No Campaign,January,24,Wednesday,2024,0.15675675675675677,3.918918918918919
2024-01-24,Instagram Ads,Desktop,India,Landing Page,302,259,171,51.52,267,30,1170,No Campaign,January,24,Wednesday,2024,0.09933774834437085,3.8741721854304636
2024-01-24,Organic Search,Tablet,USA,Promo Page,86,75,46,44.13,111,28,616,Spring Sale,January,24,Wednesday,2024,0.32558139534883723,7.162790697674419
2024-01-24,Direct,Tablet,Kenya,Promo Page,93,71,33,34.67,230,27,1026,Email Campaign,January,24,Wednesday,2024,0.2903225806451613,11.03225806451613
2024-01-24,Email Marketing,Desktop,Canada,Checkout Page,471,435,252,29.18,133,20,500,Email Campaign,January,24,Wednesday,2024,0.04246284501061571,1.0615711252653928
2024-01-24,Referral,Desktop,India,Home Page,431,370,221,30.2,124,31,1488,No Campaign,January,24,Wednesday,2024,0.07192575406032482,3.4524361948955917
2024-01-25,Google Ads,Desktop,Australia,Promo Page,411,322,237,39.23,113,22,1232,Spring Sale,January,25,Thursday,2024,0.0535279805352798,2.997566909975669
2024-01-25,Facebook Ads,Desktop,India,Product Page,256,218,136,28.79,187,34,1870,SEO Campaign,January,25,Thursday,2024,0.1328125,7.3046875
2024-01-25,Instagram Ads,Mobile,UK,Blog Page,341,300,224,35.66,214,14,308,No Campaign,January,25,Thursday,2024,0.04105571847507331,0.9032258064516129
2024-01-25,Organic Search,Desktop,UK,Blog Page,304,235,156,52.54,176,12,396,Email Campaign,January,25,Thursday,2024,0.039473684210526314,1.3026315789473684
